1.17	0.390152
1.18	0.380926
1.19	0.371661
1.2	0.362358
1.21	0.35302
1.22	0.343646
1.23	0.334238
1.24	0.324797
1.25	0.315323
1.26	0.305818
1.27	0.296282
1.28	0.286716
1.29	0.277122
1.3	0.2675
1.31	0.257851
1.32	0.248176
1.33	0.238477
1.34	0.228754
1.35	0.219008
1.36	0.20924
1.37	0.199451
1.38	0.189642
1.39	0.179814
1.4	0.169968
1.41	0.160105
1.42	0.150226
1.43	0.140333
1.44	0.130425
1.45	0.120504
1.46	0.110571
1.47	0.100627
1.48	0.0906727
1.49	0.0807095
1.5	0.0707383
1.51	0.06076
1.52	0.0507756
1.53	0.0407861
1.54	0.0307926
1.55	0.0207959
1.56	0.0107972
1.57	0.000797466
1.58	-0.00920239
1.59	-0.0192013
1.6	-0.0291984
1.61	-0.0391925
1.62	-0.0491826
1.63	-0.0591679
1.64	-0.0691472
1.65	-0.0791197
1.66	-0.0890842
1.67	-0.0990398
1.68	-0.108986
1.69	-0.11892
1.7	-0.128843
1.71	-0.138753
1.72	-0.148649
1.73	-0.158531
1.74	-0.168396
1.75	-0.178245
1.76	-0.188076
1.77	-0.197888
1.78	-0.20768
1.79	-0.217451
1.8	-0.227201
1.81	-0.236928
1.82	-0.246631
1.83	-0.25631
1.84	-0.265963
1.85	-0.275589
1.86	-0.285188
1.87	-0.294758
1.88	-0.304299
1.89	-0.313809
1.9	-0.323288
1.91	-0.332735
1.92	-0.342148
1.93	-0.351527
1.94	-0.360871
1.95	-0.370179
1.96	-0.37945
1.97	-0.388683
1.98	-0.397877
1.99	-0.407032
2	-0.416145
2.01	-0.425218
2.02	-0.434247
2.03	-0.443233
2.04	-0.452175
2.05	-0.461071
2.06	-0.469922
2.07	-0.478725
2.08	-0.487481
2.09	-0.496188
2.1	-0.504845
2.11	-0.513452
2.12	-0.522007
2.13	-0.53051
2.14	-0.53896
2.15	-0.547356
2.16	-0.555698
2.17	-0.563984
2.18	-0.572213
2.19	-0.580386
2.2	-0.5885
2.21	-0.596555
2.22	-0.604551
2.23	-0.612486
2.24	-0.62036
2.25	-0.628172
2.26	-0.635922
2.27	-0.643607
2.28	-0.651228
2.29	-0.658785
2.3	-0.666275
2.31	-0.673698
2.32	-0.681055
2.33	-0.688343
2.34	-0.695562
2.35	-0.702712
2.36	-0.709791
2.37	-0.7168
2.38	-0.723737
2.39	-0.730601
2.4	-0.737392
2.41	-0.74411
2.42	-0.750753
2.43	-0.757322
2.44	-0.763814
2.45	-0.77023
2.46	-0.776569
2.47	-0.78283
2.48	-0.789014
2.49	-0.795118
2.5	-0.801142
2.51	-0.807087
2.52	-0.812951
2.53	-0.818734
2.54	-0.824434
2.55	-0.830052
2.56	-0.835588
2.57	-0.841039
2.58	-0.846407
2.59	-0.85169
2.6	-0.856888
2.61	-0.862
2.62	-0.867026
2.63	-0.871965
2.64	-0.876817
2.65	-0.881581
2.66	-0.886257
2.67	-0.890845
2.68	-0.895343
2.69	-0.899752
2.7	-0.904071
2.71	-0.9083
2.72	-0.912437
2.73	-0.916484
2.74	-0.920439
2.75	-0.924302
2.76	-0.928072
2.77	-0.931749
2.78	-0.935334
2.79	-0.938825
2.8	-0.942222
2.81	-0.945524
2.82	-0.948732
2.83	-0.951846
2.84	-0.954864
2.85	-0.957787
2.86	-0.960613
2.87	-0.963344
2.88	-0.965979
2.89	-0.968517
2.9	-0.970958
2.91	-0.973302
2.92	-0.975548
2.93	-0.977697
2.94	-0.979748
2.95	-0.981702
2.96	-0.983557
2.97	-0.985314
2.98	-0.986972
2.99	-0.988531
3	-0.989992
3.01	-0.991354
3.02	-0.992616
3.03	-0.99378
3.04	-0.994844
3.05	-0.995808
3.06	-0.996673
3.07	-0.997438
3.08	-0.998104
3.09	-0.998669
3.1	-0.999135
3.11	-0.999501
3.12	-0.999767
3.13	-0.999933
3.14	-0.999999
3.15	-0.999965
3.16	-0.999831
3.17	-0.999597
3.18	-0.999263
3.19	-0.998829
3.2	-0.998295
3.21	-0.997661
3.22	-0.996928
3.23	-0.996095
3.24	-0.995162
3.25	-0.99413
3.26	-0.992998
3.27	-0.991767
3.28	-0.990437
3.29	-0.989008
3.3	-0.98748
3.31	-0.985853
3.32	-0.984128
3.33	-0.982304
3.34	-0.980382
3.35	-0.978362
3.36	-0.976244
3.37	-0.974029
3.38	-0.971716
3.39	-0.969306
3.4	-0.966799
3.41	-0.964195
3.42	-0.961495
3.43	-0.958699
3.44	-0.955807
3.45	-0.952819
3.46	-0.949736
3.47	-0.946558
3.48	-0.943286
3.49	-0.939919
3.5	-0.936458
3.51	-0.932903
3.52	-0.929255
3.53	-0.925514
3.54	-0.921681
3.55	-0.917756
3.56	-0.913738
3.57	-0.90963
3.58	-0.90543
3.59	-0.90114
3.6	-0.89676
3.61	-0.89229
3.62	-0.887731
3.63	-0.883083
3.64	-0.878346
3.65	-0.873522
3.66	-0.868611
3.67	-0.863613
3.68	-0.858528
3.69	-0.853357
3.7	-0.848102
3.71	-0.842761
3.72	-0.837336
3.73	-0.831827
3.74	-0.826236
3.75	-0.820561
3.76	-0.814805
3.77	-0.808967
3.78	-0.803048
3.79	-0.797049
3.8	-0.79097
3.81	-0.784812
3.82	-0.778575
3.83	-0.772261
3.84	-0.765869
3.85	-0.759401
3.86	-0.752857
3.87	-0.746238
3.88	-0.739544
3.89	-0.732776
3.9	-0.725935
3.91	-0.719021
3.92	-0.712035
3.93	-0.704978
3.94	-0.697851
3.95	-0.690654
3.96	-0.683387
3.97	-0.676053
3.98	-0.66865
3.99	-0.661181
4	-0.653646
4.01	-0.646045
4.02	-0.63838
4.03	-0.630651
4.04	-0.622859
4.05	-0.615004
4.06	-0.607088
4.07	-0.599111
4.08	-0.591075
4.09	-0.582979
4.1	-0.574825
4.11	-0.566613
4.12	-0.558345
4.13	-0.550021
4.14	-0.541642
4.15	-0.533209
4.16	-0.524722
4.17	-0.516183
4.18	-0.507592
4.19	-0.498951
4.2	-0.49026
4.21	-0.481519
4.22	-0.472731
4.23	-0.463895
4.24	-0.455013
4.25	-0.446085
4.26	-0.437113
4.27	-0.428097
4.28	-0.419038
4.29	-0.409938
4.3	-0.400796
4.31	-0.391614
4.32	-0.382393
4.33	-0.373134
4.34	-0.363838
4.35	-0.354505
4.36	-0.345136
4.37001	-0.335734
4.38001	-0.326297
4.39001	-0.316828
4.40001	-0.307327
4.41001	-0.297796
4.42001	-0.288235
4.43001	-0.278645
4.44001	-0.269027
4.45001	-0.259382
4.46001	-0.249711
4.47001	-0.240015
4.48001	-0.230295
4.49001	-0.220553
4.50001	-0.210788
4.51001	-0.201002
4.52001	-0.191196
4.53001	-0.181371
4.54001	-0.171528
4.55001	-0.161667
4.56001	-0.15179
4.57001	-0.141899
4.58001	-0.131993
4.59001	-0.122074
4.60001	-0.112142
4.61001	-0.1022
4.62001	-0.0922468
4.63001	-0.0822848
4.64001	-0.0723145
4.65001	-0.062337
4.66001	-0.0523533
4.67001	-0.0423643
4.68001	-0.0323711
4.69001	-0.0223747
4.70001	-0.012376
4.71001	-0.00237607
4.72001	0.00762409
4.73001	0.0176235
4.74001	0.0276211
4.75001	0.037616
4.76001	0.0476071
4.77001	0.0575934
4.78001	0.067574
4.79001	0.0775478
4.80001	0.0875139
4.81002	0.0974712
4.82002	0.107419
4.83002	0.117356
4.84002	0.127281
4.85002	0.137193
4.86002	0.147092
4.87002	0.156976
4.88002	0.166844
4.89002	0.176695
4.90002	0.186529
4.91002	0.196345
4.92002	0.20614
4.93002	0.215915
4.94002	0.225669
4.95002	0.235399
4.96002	0.245107
4.97002	0.254789
4.98002	0.264447
4.99002	0.274078
5.00002	0.283681
5.01002	0.293256
5.02002	0.302802
5.03002	0.312317
5.04002	0.321801
5.05002	0.331253
5.06002	0.340672
5.07002	0.350057
5.08002	0.359407
5.09002	0.368721
5.10002	0.377998
5.11002	0.387237
5.12002	0.396438
5.13002	0.405599
5.14002	0.414719
5.15002	0.423798
5.16002	0.432834
5.17002	0.441827
5.18002	0.450776
5.19002	0.45968
5.20002	0.468538
5.21002	0.477349
5.22002	0.486112
5.23002	0.494827
5.24003	0.503492
5.25003	0.512107
5.26003	0.520671
5.27003	0.529182
5.28003	0.537641
5.29003	0.546046
5.30003	0.554396
5.31003	0.562691
5.32003	0.57093
5.33003	0.579111
5.34003	0.587235
5.35003	0.5953
5.36003	0.603305
5.37003	0.61125
5.38003	0.619134
5.39003	0.626956
5.40003	0.634715
5.41003	0.642411
5.42003	0.650042
5.43003	0.657609
5.44003	0.66511
5.45003	0.672544
5.46003	0.679911
5.47003	0.68721
5.48003	0.69444
5.49003	0.701601
5.50003	0.708692
5.51003	0.715711
5.52003	0.72266
5.53003	0.729536
5.54003	0.736339
5.55003	0.743068
5.56003	0.749723
5.57003	0.756303
5.58003	0.762807
5.59003	0.769236
5.60003	0.775587
5.61003	0.781861
5.62003	0.788056
5.63003	0.794173
5.64003	0.80021
5.65003	0.806167
5.66003	0.812044
5.67003	0.817839
5.68004	0.823553
5.69004	0.829184
5.70004	0.834732
5.71004	0.840197
5.72004	0.845578
5.73004	0.850874
5.74004	0.856086
5.75004	0.861211
5.76004	0.866251
5.77004	0.871203
5.78004	0.876069
5.79004	0.880847
5.80004	0.885537
5.81004	0.890139
5.82004	0.894651
5.83004	0.899074
5.84004	0.903407
5.85004	0.90765
5.86004	0.911802
5.87004	0.915862
5.88004	0.919831
5.89004	0.923709
5.90004	0.927493
5.91004	0.931185
5.92004	0.934784
5.93004	0.93829
5.94004	0.941701
5.95004	0.945019
5.96004	0.948242
5.97004	0.95137
5.98004	0.954403
5.99004	0.95734
6.00004	0.960182
6.01004	0.962928
6.02004	0.965577
6.03004	0.96813
6.04004	0.970586
6.05004	0.972945
6.06004	0.975207
6.07004	0.977371
6.08004	0.979438
6.09004	0.981406
6.10004	0.983277
6.11004	0.985049
6.12005	0.986722
6.13005	0.988297
6.14005	0.989773
6.15005	0.99115
6.16005	0.992428
6.17005	0.993607
6.18005	0.994686
6.19005	0.995666
6.20005	0.996546
6.21005	0.997327
6.22005	0.998007
6.23005	0.998589
6.24005	0.99907
6.25005	0.999451
6.26005	0.999732
6.27005	0.999914
6.28005	0.999995
